Label,Id,timeset,v_name,v_kindom,v_phylum,v_class,v_order,v_family,v_genus,v_species,v_partition,v_group,v_taxa,v_function,v_process,v_frequency,v_niche,v_modularity,v_degree,v_betweenness,v_closeness,closeness_w,norm_closeness_w,Feature_ID,MRA,Nitrifiers,Denitrifiers,Anammox,DNRA,PAOs,GAOs,SRB,SOB,Filamentous,Acetogen,Methanogen,Fermenter,Sugars,Lipids,Proteins,Unassigned
ASV1084,n1461,NA,ASV1084,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_3084,above,intermediate,others,Nitrifiers/DNRA/Sugars/Lipids,N_remove,0.097808,43.330085,5,5,731,3.00E-06,877.3771284,0.175791851,56440c70f592a33b20e98a858002d123,0.000162848,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
ASV1085,n1870,NA,ASV1085,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_843,Unknown,neutral,intermediate,others,Unassigned,Unassigned,0.068297,20.509753,10,1,0,3.00E-06,947.0340203,0.189748351,c88a65c5c85eecced18b09846c2e0f57,0.000147718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1086,n3992,NA,ASV1086,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,below,intermediate,others,Unassigned,Unassigned,0.048904,24.583238,7,78,26958,3.00E-06,1136.425241,0.227694899,54836838deb0d4769d6d07eb48fa827f,0.000138624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1087,n4559,NA,ASV1087,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_434,Unknown,neutral,intermediate,others,Unassigned,Unassigned,0.074199,40.621211,5,19,24180,3.00E-06,1064.725301,0.213329052,68b76cae175a98b50ef2eeb686a8af0f,0.000150736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1088,n1985,NA,ASV1088,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_2092,midas_g_20252,Unknown,below,intermediate,others,Unassigned,Unassigned,0.017707,9.509191,19,49,8063,3.00E-06,1080.614656,0.216512654,37688af992c05013b7bca56dfd60bf34,0.000181156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1089,n911,NA,ASV1089,Bacteria,Chloroflexi,Anaerolineae,Ardenticatenales,Ca_Promineofilaceae,midas_g_461,Unknown,above,intermediate,others,Unassigned,Unassigned,0.199831,154.560829,4,3,772,3.00E-06,1002.358152,0.20083313,c05422d013c52ce988ace9fbb29e0cb7,0.000152909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV109,n1,NA,ASV109,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,Unknown,below,abundant,others,Denitrifiers/GAOs/Fermenter/Lipids,N_P_remove,0.159359,26.67664,2,2,0,3.00E-06,894.8050761,0.179283726,336affb88bba6af4e3d6000cd89a1b4f,0.001009599,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ASV1091,n1652,NA,ASV1091,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,midas_g_648,midas_s_648,above,intermediate,others,Unassigned,Unassigned,0.440978,319.523331,4,1,0,3.00E-06,844.6064356,0.169225894,0d4048208aebf1938b47effac5c03df5,0.000147154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1092,n4871,NA,ASV1092,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,AKYH767,midas_g_1704,midas_s_10499,above,intermediate,others,Unassigned,Unassigned,0.118044,72.823524,8,23,2643,3.00E-06,1113.492806,0.223100141,7e89c7fb46bd97cb52e4c384c5114d86,0.000154921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1093,n4772,NA,ASV1093,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,midas_g_98,midas_s_11013,below,intermediate,others,Unassigned,Unassigned,0.021922,18.401281,3,16,1741,3.00E-06,1066.391164,0.213662826,6a4b78300264dd8f45d096034b2b01a0,0.00012277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1096,n4411,NA,ASV1096,Bacteria,Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1,midas_f_21488,midas_g_21488,midas_s_21942,neutral,intermediate,others,Unassigned,Unassigned,0.058179,9.259707,4,1,0,3.00E-06,800.154108,0.160319397,e8f7c5b8015066c67267b1f7b61c2c23,0.00010434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1098,n4516,NA,ASV1098,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Rurimicrobium,Unknown,above,intermediate,others,Unassigned,Unassigned,0.123946,58.37796,7,24,9752,3.00E-06,1075.806635,0.215549316,5dd9b4c4fb4de32a93a6e834dde0faa2,0.000166147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1099,n336,NA,ASV1099,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,Unknown,neutral,intermediate,others,Denitrifiers/Proteins,N_remove,0.074199,44.705438,24,1,0,0,0.93690491,0.000187719,8d5070359eff02984d35bc5a27be2fa8,0.00015488,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV110,n3524,NA,ASV110,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,below,abundant,core,Unassigned,Unassigned,0.228499,166.52428,5,24,24038,3.00E-06,1047.673134,0.209912469,919f52074a986016c7e460883cbe1484,0.001255822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1100,n2847,NA,ASV1100,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Spongiibacteraceae,BD1-7_clade,Unknown,neutral,intermediate,others,Unassigned,Unassigned,0.059022,34.299783,5,12,21157,3.00E-06,1017.705364,0.203908107,51c6a412d15302f26a408861724c8540,0.000143171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1102,n4830,NA,ASV1102,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Sorangium,midas_s_48070,above,intermediate,others,Fermenter/Sugars/Proteins,C_cycle,0.128162,78.55279,5,2,2177,3.00E-06,709.8992665,0.142235878,9a6c9e03ec90a7d6e7ff30a958bd8719,0.000148442,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
ASV1104,n4018,NA,ASV1104,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Ellin6067,midas_s_22556,above,intermediate,others,Unassigned,Unassigned,0.123103,69.105463,6,2,143,3.00E-06,789.7620653,0.15823724,bdc6372eb72714ad1e5797d59f28bb29,0.000142004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1105,n3695,NA,ASV1105,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_108,midas_g_108,midas_s_13004,below,intermediate,others,Unassigned,Unassigned,0.016863,7.320603,5,16,48835,3.00E-06,1035.276121,0.207428596,ce066111f0c4d0d0d2b4514cbb792b01,0.00018176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1108,n1544,NA,ASV1108,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,midas_g_7597,midas_s_47517,above,intermediate,others,Unassigned,Unassigned,0.216695,110.801397,5,3,70,3.00E-06,810.6137921,0.162415106,c4956ec80c43f0114606c6ff027b861c,0.00014301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1109,n4601,NA,ASV1109,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,midas_g_3907,Unknown,below,intermediate,others,Unassigned,Unassigned,0.037943,8.40323,5,3,0,3.00E-06,910.2384873,0.182375974,69fad24bb2f9bb9611a8c98db04925e3,0.000144297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV111,n4704,NA,ASV111,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Unknown,Unknown,below,abundant,core,Unassigned,Unassigned,0.338111,167.756486,4,18,24660,3.00E-06,1081.878421,0.216765863,649aab605a71356fa457fe090f9d8ab3,0.001226247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1110,n3677,NA,ASV1110,Bacteria,Cyanobacteria,Vampirivibrionia,Obscuribacterales,Obscuribacteraceae,midas_g_12063,midas_s_12063,above,intermediate,others,Unassigned,Unassigned,0.259696,169.553294,9,12,5937,3.00E-06,1030.253334,0.206422227,1a10c61e0e79e51cd76e3e2ddc324a89,0.000159629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1111,n4869,NA,ASV1111,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,Pedosphaeraceae,midas_g_5504,Unknown,above,intermediate,others,Unassigned,Unassigned,0.148398,81.463023,8,19,188,3.00E-06,1133.800014,0.227168907,5fa97937c087ce34a2c5ae09d617b9b1,0.000155082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1113,n800,NA,ASV1113,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_22107,midas_s_22107,above,intermediate,others,Unassigned,Unassigned,0.172007,73.060718,9,10,3454,3.00E-06,1032.161809,0.20680461,11de00bc386cca3ac36da757765dd085,0.000167395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1115,n1481,NA,ASV1115,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,midas_s_1568,above,intermediate,others,Sugars,C_cycle,0.128162,45.050172,5,6,195,3.00E-06,852.48338,0.170804123,537ea1f4bc7cd3548b7208e089cbb03d,0.000139911,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV1118,n2103,NA,ASV1118,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_75,midas_s_192,above,intermediate,others,Unassigned,Unassigned,0.164418,93.965303,5,21,14375,3.00E-06,1003.036872,0.200969119,7122cf0afb85cf3c6ed5fad71452c346,0.000152506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV112,n3136,NA,ASV112,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,midas_s_730,below,abundant,core,Denitrifiers/Lipids/Proteins,N_remove,0.237774,153.239416,5,9,3679,3.00E-06,957.362798,0.191817832,09e001b592afa7c54186b4bd0f7fd237,0.001156713,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ASV1122,n3637,NA,ASV1122,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_132,midas_s_2987,above,intermediate,others,Unassigned,Unassigned,0.114671,76.826458,3,14,4968,3.00E-06,1075.400604,0.215467963,fece54e5d2f945490bdbc5a8265023e0,0.000150293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1123,n279,NA,ASV1123,Bacteria,Myxococcota,Polyangia,Polyangiales,Phaselicystidaceae,Phaselicystis,midas_s_21462,above,intermediate,others,Sugars,C_cycle,0.10118,44.934966,4,1,0,3.00E-06,703.416136,0.140936914,7859b045b26f10cd8d0c87fd358014b2,0.000117659,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV1124,n2671,NA,ASV1124,Bacteria,Proteobacteria,Gammaproteobacteria,Competibacterales,Competibacteraceae,Ca_Competibacter,midas_s_2376,neutral,intermediate,others,Denitrifiers/GAOs/Fermenter/Lipids,N_P_remove,0.064081,11.068729,2,8,0,3.00E-06,924.4291143,0.185219217,5d299a6c778baec58a6f8e0f3cb4a98c,0.000147396,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
ASV1125,n2376,NA,ASV1125,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Unknown,Unknown,below,intermediate,others,Unassigned,Unassigned,0.047218,36.121617,16,57,8287,3.00E-06,1099.746442,0.220345911,5b824059f35b2d1a22e2ce26ab79ede0,0.000160272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1126,n3709,NA,ASV1126,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Pajaroellobacter,midas_s_17437,above,intermediate,others,Unassigned,Unassigned,0.177909,140.533847,4,4,16871,3.00E-06,910.0727235,0.182342762,17eda40f90ab942bafef2db3254f9d5a,0.000120436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1127,n3167,NA,ASV1127,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Ca_Accumulibacter,midas_s_19679,neutral,intermediate,others,Denitrifiers/PAOs/SRB/Proteins,N_P_S_remove,0.056492,23.804696,12,33,15745,3.00E-06,1091.791706,0.218752095,1ca800c2c28dfadbfec2559b700cdbe9,0.000155484,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
ASV1128,n4006,NA,ASV1128,Bacteria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,above,intermediate,others,Unassigned,Unassigned,0.099494,36.487854,2,2,57,3.00E-06,800.0889272,0.160306337,dc352089084a2d72ea323c841664664a,0.000147396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV113,n4945,NA,ASV113,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,Unknown,neutral,abundant,core,Denitrifiers/Fermenter/Sugars/Lipids/Proteins,N_remove,0.462901,301.608287,9,2,0,3.00E-06,689.4505838,0.138138767,8678fa3a06998220d4612e2c31b51f03,0.001341612,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0
ASV1132,n3772,NA,ASV1132,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,midas_s_12514,above,intermediate,others,Fermenter/Sugars,C_cycle,0.08516,38.693019,19,16,37848,3.00E-06,1075.936948,0.215575425,6b65490f4d0cb1aea99596a3acf92d43,0.000155806,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ASV1133,n4775,NA,ASV1133,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,midas_f_5391,midas_g_6328,midas_s_14507,neutral,intermediate,others,Unassigned,Unassigned,0.068297,36.908224,3,1,0,3.00E-06,811.1711821,0.162526785,31948383c275f5d1a823f823e0fbd36a,0.000135163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1134,n4854,NA,ASV1134,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,midas_g_1161,midas_s_1306,above,intermediate,others,Unassigned,Unassigned,0.451939,344.945173,5,1,0,3.00E-06,783.8253927,0.157047765,0eb614e2451c8e46b20c2543a31a3c5e,0.000149569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1137,n3848,NA,ASV1137,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Nitrotoga,Unknown,neutral,intermediate,others,Nitrifiers,N_remove,0.05059,18.367319,5,1,0,3.00E-06,777.5477558,0.155789973,c1ba9460c7bf03aa48206243533697a9,0.000129731,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV1139,n1880,NA,ASV1139,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,midas_f_15419,midas_g_27030,midas_s_27030,neutral,intermediate,others,Unassigned,Unassigned,0.045531,14.537878,2,6,86,3.00E-06,941.4212151,0.188623766,2860b918e9325ce3207e96830596e135,9.44E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV114,n1401,NA,ASV114,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,midas_g_81,Unknown,below,abundant,core,Unassigned,Unassigned,0.217538,105.844815,5,31,14046,3.00E-06,1025.777543,0.205525454,0a4893b9a6062b1e61e27c920e0e38ca,0.00111064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1140,n3195,NA,ASV1140,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,midas_s_1252,above,intermediate,others,Sugars,C_cycle,0.263069,199.248402,5,21,8022,3.00E-06,998.588389,0.200077818,c7d1ae82cbaf1b59f7ea0bab93267c27,0.000137779,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ASV1141,n2462,NA,ASV1141,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,MND1,midas_s_37614,above,intermediate,others,Unassigned,Unassigned,0.226813,155.822351,9,1,0,3.00E-06,923.3458766,0.185002179,cac2b67a27848352cafaadd4b9d5a605,0.000144136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1142,n2744,NA,ASV1142,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,midas_g_4133,Unknown,above,intermediate,others,Unassigned,Unassigned,0.093592,37.120957,9,11,220,3.00E-06,1109.237527,0.222247551,72d9b92523a500978ac90cffbfdefdac,0.000133594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1143,n1006,NA,ASV1143,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_8672,midas_s_10232,neutral,intermediate,others,Unassigned,Unassigned,0.073356,39.60101,4,4,2961,3.00E-06,921.5099185,0.184634325,85d595577c2a94a0a96058af457da34d,0.000164216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1144,n3944,NA,ASV1144,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Unknown,above,intermediate,others,Denitrifiers/Lipids/Proteins,N_remove,0.106239,89.555578,8,48,16874,3.00E-06,1271.243615,0.254707196,1007aa7447de0d03999cd1d4b705fc6e,0.000162083,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
ASV1145,n1848,NA,ASV1145,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Unknown,Unknown,below,intermediate,others,Unassigned,Unassigned,0.030354,16.667605,13,28,2252,3.00E-06,1059.587457,0.212299631,2fad14bc4ac56a50eb5d141ebefc0f84,0.000170533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1147,n4160,NA,ASV1147,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,midas_f_536,midas_g_14424,midas_s_14424,neutral,intermediate,others,Unassigned,Unassigned,0.055649,38.699159,6,2,2566,3.00E-06,933.4735828,0.187031373,e731c19f98451383893ae14a277ad5bc,0.000124983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1148,n4676,NA,ASV1148,Bacteria,Myxococcota,Polyangia,Nannocystales,Nannocystaceae,Nannocystis,Unknown,neutral,intermediate,others,Proteins,C_cycle,0.075042,39.152177,5,2,0,3.00E-06,831.2792545,0.166555651,68f8ea7edab559e3bef48b4d693c62b8,0.000143815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ASV1149,n1819,NA,ASV1149,Bacteria,Planctomycetota,OM190,midas_o_7059,midas_f_7059,midas_g_7059,midas_s_7059,above,intermediate,others,Unassigned,Unassigned,0.139123,76.364092,8,76,8265,3.00E-06,1221.394243,0.244719343,b02ff2459d9e45194412acf3f504e3f0,0.000127437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV115,n362,NA,ASV115,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinimonadaceae,Chitinivorax,Unknown,neutral,abundant,core,Sugars/Proteins,C_cycle,0.446037,186.102811,4,2,0,3.00E-06,728.2446368,0.145911568,c210b192c5b387540be3721f9bbf5d67,0.001206208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
ASV1150,n2974,NA,ASV1150,Bacteria,Acidobacteriota,Holophagae,Holophagales,Holophagaceae,Geothrix,Unknown,neutral,intermediate,others,DNRA/Fermenter/Lipids,N_remove,0.065767,39.948156,4,8,4801,3.00E-06,955.2501188,0.191394534,e65cfc08b25f3e4e5c4fe5f727f87094,0.000140917,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
ASV1151,n876,NA,ASV1151,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Longilinea,midas_s_22205,neutral,intermediate,others,Filamentous/Fermenter/Sugars/Proteins,Foaming,0.064081,18.816929,4,5,7143,3.00E-06,936.6917531,0.187676168,12574d6442417f67b09ddc2934331bee,0.000151178,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
ASV1152,n2379,NA,ASV1152,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_15004,Unknown,below,intermediate,others,Unassigned,Unassigned,0.010961,11.413773,17,76,0,3.00E-06,1190.676062,0.238564629,fce3608ceba6bd116e51a9efb6915bd6,0.000154397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1153,n3004,NA,ASV1153,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,A0839,midas_g_694,Unknown,above,intermediate,others,Unassigned,Unassigned,0.114671,69.892656,2,4,518,3.00E-06,888.4481293,0.178010044,aea6bda93e1a541a1903cda5c5b762ea,0.000159468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1154,n4061,NA,ASV1154,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,midas_g_57,Unknown,above,intermediate,others,Unassigned,Unassigned,0.257167,182.077845,4,8,1371,3.00E-06,954.0403038,0.191152135,fb82fe7da2bcc875f54153b8fd1f0739,0.00013798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1155,n862,NA,ASV1155,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,Unknown,above,intermediate,others,Fermenter/Sugars,C_cycle,0.069983,56.308707,12,3,0,3.00E-06,931.5596742,0.186647901,03db2e179fe79140eb1b7ed5b692e117,0.000121603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ASV1157,n2867,NA,ASV1157,Bacteria,Acidobacteriota,Blastocatellia,11_24,midas_f_56966,midas_g_56966,midas_s_56966,above,intermediate,others,Unassigned,Unassigned,0.290894,169.167792,9,11,7682,3.00E-06,1001.922478,0.200745838,e44d92fe39bc22aecb5a7449287d054d,0.000148563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1158,n1855,NA,ASV1158,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NS9_marine_group,midas_g_225,midas_s_597,below,intermediate,others,Unassigned,Unassigned,0.039629,32.74585,8,198,3964,3.00E-06,1416.537001,0.283818273,db69b36324f1a6fdecd89e5caeec4a5d,0.000124701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1159,n2797,NA,ASV1159,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,midas_g_1970,midas_s_3113,above,intermediate,others,Unassigned,Unassigned,0.3457,252.029176,5,1,0,3.00E-06,799.6022466,0.160208825,e9b9560212c3b860687fe993a74a9b6c,0.000157254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV116,n1526,NA,ASV116,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,OLB8,Unknown,below,abundant,others,Unassigned,Unassigned,0.161046,54.813175,5,63,86702,3.00E-06,1177.953561,0.23601554,30dbf1c75521f969f69ff64101abcee2,0.001094303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1160,n3094,NA,ASV1160,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,KD1-131,midas_g_13035,midas_s_13842,below,intermediate,others,Unassigned,Unassigned,0.040472,18.444427,2,35,7877,3.00E-06,1069.00361,0.214186257,64432d4387a2a037ecd27ea68d85f36f,0.000176891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1161,n4851,NA,ASV1161,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Nitrosomonadaceae,Nitrosomonas,midas_s_10852,below,intermediate,others,Nitrifiers/DNRA/Sugars/Lipids,N_remove,0.010961,11.826701,6,77,16302,3.00E-06,1218.883025,0.244216194,1a92e2266e5306548881dcffa05dd7e6,0.000163612,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
ASV1162,n2853,NA,ASV1162,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,midas_g_2702,Unknown,above,intermediate,others,Unassigned,Unassigned,0.166105,61.045178,4,14,30867,3.00E-06,965.739213,0.193496136,1be14671dcfa2467c869f23cabe17e9d,0.000136531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1164,n2749,NA,ASV1164,Bacteria,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,JGI_0001001-H03,midas_s_23282,above,intermediate,others,Unassigned,Unassigned,0.123946,82.396488,16,13,6591,3.00E-06,1130.968064,0.226601496,e1b12ea8d1465463c9ff918424da5a5e,0.000147074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1165,n3504,NA,ASV1165,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_9296,midas_s_9296,above,intermediate,others,Unassigned,Unassigned,0.155987,77.208614,5,13,6435,3.00E-06,1031.997081,0.206771605,f5d188d2993d77400430f6881eae4298,0.000166952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1167,n2424,NA,ASV1167,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Alkanindiges,midas_s_21026,above,intermediate,others,Unassigned,Unassigned,0.130691,97.403433,9,1,0,3.00E-06,761.1437192,0.15250325,74e790ab49599155c48fedca1a92910d,0.000144297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1168,n4731,NA,ASV1168,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Unknown,Unknown,below,intermediate,others,Unassigned,Unassigned,0.015177,13.764854,2,55,7506,3.00E-06,1194.407673,0.239312297,e1c2ff532339d29922114a1055d432e5,0.000190733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV117,n3892,NA,ASV117,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,midas_g_207,midas_s_11210,below,abundant,others,Unassigned,Unassigned,0.124789,28.151563,4,5,11493,3.00E-06,868.0086828,0.173914783,b6214dde6f2294571ff9170438d4ee64,0.001058852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ASV1170,n2547,NA,ASV1170,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,midas_s_19690,above,intermediate,others,Fermenter/Sugars/Lipids,C_cycle,0.193086,163.326138,33,1,0,0,0.808665931,0.000162025,b92673ddde71097352946995bfd563bc,0.000136773,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
ASV1171,n1338,NA,ASV1171,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,Rhodoferax,Unknown,below,intermediate,others,Denitrifiers/SRB/Fermenter/Sugars/Lipids/Proteins,N_S_remove,0.046374,36.275555,7,72,8233,3.00E-06,1127.939031,0.225994596,42e3c67f2131948980c1be14b3910aa3,0.000152627,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0
